1, forest, regions_unexplored:alpha_grove, minecraft:allay, CREATURE, 5, 1, 1
6580, forest, biomesoplenty:redwood_forest, mowziesmobs:lantern, AMBIENT, 10, 2, 3
6581, forest, biomesoplenty:redwood_forest, alexsmobs:fly, AMBIENT, 10, 2, 3

6582, taiga, regions_unexplored:redwoods, minecraft:chicken, CREATURE, 15, 2, 4
6583, taiga, regions_unexplored:redwoods, minecraft:cow, CREATURE, 20, 2, 3
6584, taiga, regions_unexplored:redwoods, minecraft:donkey, CREATURE, 5, 1, 2
6585, taiga, regions_unexplored:redwoods, minecraft:fox, CREATURE, 20, 3, 5
6586, taiga, regions_unexplored:redwoods, minecraft:frog, CREATURE, 10, 2, 3
6587, taiga, regions_unexplored:redwoods, minecraft:mule, CREATURE, 5, 1, 2
6588, taiga, regions_unexplored:redwoods, minecraft:pig, CREATURE, 15, 2, 4
6589, taiga, regions_unexplored:redwoods, minecraft:sheep, CREATURE, 15, 2, 4
6590, taiga, regions_unexplored:redwoods, minecraft:wolf, CREATURE, 20, 3, 5
6591, taiga, regions_unexplored:redwoods, alexsmobs:moose, CREATURE, 10, 2, 2
6592, taiga, regions_unexplored:redwoods, alexsmobs:raccoon, CREATURE, 5, 1, 1
6593, taiga, regions_unexplored:redwoods, alexsmobs:snow_leopard, CREATURE, 5, 1, 2
6594, taiga, regions_unexplored:redwoods, alexsmobs:crow, CREATURE, 10, 1, 2
6595, taiga, regions_unexplored:redwoods, alexsmobs:sugar_glider, CREATURE, 10, 2, 3
6596, taiga, regions_unexplored:redwoods, alexsmobs:potoo, CREATURE, 25, 4, 5
6597, taiga, regions_unexplored:redwoods, legendarycreatures:wisp, CREATURE, 5, 1, 1
6598, taiga, regions_unexplored:redwoods, aquamirae:golden_moth, AMBIENT, 1, 1, 2
6599, taiga, regions_unexplored:redwoods, alexsmobs:fly, AMBIENT, 15, 3, 5
6600, taiga, regions_unexplored:redwoods, minecraft:creeper, MONSTER, 10, 1, 3
6601, taiga, regions_unexplored:redwoods, minecraft:enderman, MONSTER, 5, 1, 2
6602, taiga, regions_unexplored:redwoods, minecraft:skeleton, MONSTER, 15, 1, 3
6603, taiga, regions_unexplored:redwoods, minecraft:spider, MONSTER, 10, 2, 3
6604, taiga, regions_unexplored:redwoods, minecraft:stray, MONSTER, 15, 3, 5
6605, taiga, regions_unexplored:redwoods, minecraft:witch, MONSTER, 5, 1, 2
6606, taiga, regions_unexplored:redwoods, minecraft:zombie, MONSTER, 20, 3, 5
6607, taiga, regions_unexplored:redwoods, minecraft:zombie_villager, MONSTER, 10, 2, 3
6608, taiga, regions_unexplored:redwoods, graveyard:acolyte, MONSTER, 5, 1, 2
6609, taiga, regions_unexplored:redwoods, graveyard:corrupted_vindicator, MONSTER, 5, 1, 2
6610, taiga, regions_unexplored:redwoods, graveyard:corrupted_pillager, MONSTER, 5, 1, 2
6611, taiga, regions_unexplored:redwoods, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
6612, taiga, regions_unexplored:redwoods, graveyard:ghoul, MONSTER, 10, 2, 3
6613, taiga, regions_unexplored:redwoods, graveyard:revenant, MONSTER, 5, 1, 2
6614, taiga, regions_unexplored:redwoods, graveyard:wraith, MONSTER, 5, 1, 2
6615, taiga, regions_unexplored:redwoods, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
6616, taiga, regions_unexplored:redwoods, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
6617, taiga, regions_unexplored:redwoods, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
6618, taiga, regions_unexplored:redwoods, born_in_chaos_v1:dread_hound, MONSTER, 10, 2, 3
6619, taiga, regions_unexplored:redwoods, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6620, taiga, regions_unexplored:redwoods, born_in_chaos_v1:dire_hound_leader, MONSTER, 5, 1, 2
6621, taiga, regions_unexplored:redwoods, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
6622, taiga, regions_unexplored:redwoods, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
6623, taiga, regions_unexplored:redwoods, born_in_chaos_v1:missioner, MONSTER, 5, 1, 2
6624, taiga, regions_unexplored:redwoods, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 1
6625, taiga, regions_unexplored:redwoods, endermanoverhaul:snowy_enderman, MONSTER, 5, 1, 2
6626, taiga, regions_unexplored:redwoods, irons_spellbooks:necromancer, MONSTER, 1, 1, 1
6627, taiga, regions_unexplored:redwoods, creeperoverhaul:spruce_creeper, MONSTER, 10, 2, 3
6628, taiga, regions_unexplored:redwoods, mutantmonsters:mutant_skeleton, MONSTER, 1, 1, 1

6629, river, minecraft:river, minecraft:pufferfish, WATER_AMBIENT, 15, 2, 3
6630, river, minecraft:river, minecraft:cod, WATER_AMBIENT, 30, 2, 4
6631, river, minecraft:river, minecraft:salmon, WATER_AMBIENT, 25, 2, 4
6632, river, minecraft:river, alexsmobs:blobfish, WATER_AMBIENT, 3, 1, 1
6633, river, minecraft:river, alexsmobs:terrapin, WATER_AMBIENT, 15, 1, 2
6634, river, minecraft:river, alexsmobs:frilled_shark, WATER_CREATURE, 15, 1, 3
6635, river, minecraft:river, minecraft:squid, WATER_CREATURE, 20, 2, 4
6636, river, minecraft:river, alexsmobs:mantis_shrimp, WATER_CREATURE, 10, 1, 2
6637, river, minecraft:river, born_in_chaos_v1:corpse_fish, WATER_CREATURE, 10, 2, 3
6638, river, minecraft:river, alexsmobs:crocodile, CREATURE, 10, 1, 1
6639, river, minecraft:river, minecraft:spider, MONSTER, 5, 1, 2
6640, river, minecraft:river, creeperoverhaul:ocean_creeper, MONSTER, 5, 1, 2
6641, river, minecraft:river, alexsmobs:rain_frog, AMBIENT, 15, 2, 4

6642, plains, regions_unexplored:rocky_meadow, minecraft:chicken, CREATURE, 30, 2, 4
6643, plains, regions_unexplored:rocky_meadow, minecraft:cow, CREATURE, 25, 2, 3
6644, plains, regions_unexplored:rocky_meadow, minecraft:donkey, CREATURE, 10, 1, 2
6645, plains, regions_unexplored:rocky_meadow, minecraft:horse, CREATURE, 10, 2, 3
6646, plains, regions_unexplored:rocky_meadow, minecraft:mule, CREATURE, 5, 1, 1
6647, plains, regions_unexplored:rocky_meadow, minecraft:pig, CREATURE, 30, 2, 4
6648, plains, regions_unexplored:rocky_meadow, minecraft:rabbit, CREATURE, 15, 2, 3
6649, plains, regions_unexplored:rocky_meadow, minecraft:sheep, CREATURE, 25, 2, 4
6650, plains, regions_unexplored:rocky_meadow, alexsmobs:raccoon, CREATURE, 10, 1, 1
6651, plains, regions_unexplored:rocky_meadow, alexsmobs:crow, CREATURE, 15, 1, 1
6652, plains, regions_unexplored:rocky_meadow, alexsmobs:bison, CREATURE, 10, 1, 2
6653, plains, regions_unexplored:rocky_meadow, iceandfire:cyclops, CREATURE, 2, 1, 1
6654, plains, regions_unexplored:rocky_meadow, legendarycreatures:hound, CREATURE, 10, 1, 1
6655, plains, regions_unexplored:rocky_meadow, legendarycreatures:wisp, CREATURE, 4, 1, 1
6656, plains, regions_unexplored:rocky_meadow, minecraft:creeper, MONSTER, 10, 1, 2
6657, plains, regions_unexplored:rocky_meadow, minecraft:enderman, MONSTER, 5, 1, 1
6658, plains, regions_unexplored:rocky_meadow, minecraft:skeleton, MONSTER, 15, 1, 2
6659, plains, regions_unexplored:rocky_meadow, minecraft:spider, MONSTER, 10, 1, 2
6660, plains, regions_unexplored:rocky_meadow, minecraft:vindicator, MONSTER, 5, 1, 2
6661, plains, regions_unexplored:rocky_meadow, minecraft:witch, MONSTER, 5, 1, 2
6662, plains, regions_unexplored:rocky_meadow, minecraft:zombie, MONSTER, 20, 2, 3
6663, plains, regions_unexplored:rocky_meadow, mutantmonsters:mutant_skeleton, MONSTER, 2, 1, 1
6664, plains, regions_unexplored:rocky_meadow, graveyard:skeleton_creeper, MONSTER, 5, 1, 2
6665, plains, regions_unexplored:rocky_meadow, graveyard:revenant, MONSTER, 10, 1, 2
6666, plains, regions_unexplored:rocky_meadow, graveyard:wraith, MONSTER, 5, 1, 1
6667, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:skeleton_demoman, MONSTER, 5, 1, 2
6668, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:decaying_zombie, MONSTER, 10, 2, 3
6669, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
6670, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:skeleton_thrasher, MONSTER, 5, 1, 2
6671, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
6672, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6673, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:zombie_clown, MONSTER, 10, 2, 3
6674, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:zombie_bruiser, MONSTER, 10, 2, 3
6675, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:baby_spider, MONSTER, 5, 1, 2
6676, plains, regions_unexplored:rocky_meadow, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
6677, plains, regions_unexplored:rocky_meadow, endermanoverhaul:flower_fields_enderman, MONSTER, 5, 1, 2
6678, plains, regions_unexplored:rocky_meadow, alexsmobs:fly, AMBIENT, 10, 2, 3

6679, jungle, biomesoplenty:rocky_rainforest, minecraft:chicken, CREATURE, 20, 2, 4
6680, jungle, biomesoplenty:rocky_rainforest, minecraft:cow, CREATURE, 15, 2, 3
6681, jungle, biomesoplenty:rocky_rainforest, minecraft:donkey, CREATURE, 1, 1, 2
6682, jungle, biomesoplenty:rocky_rainforest, minecraft:frog, CREATURE, 14, 3, 5
6683, jungle, biomesoplenty:rocky_rainforest, minecraft:ocelot, CREATURE, 35, 2, 4
6684, jungle, biomesoplenty:rocky_rainforest, minecraft:panda, CREATURE, 10, 2, 3
6685, jungle, biomesoplenty:rocky_rainforest, minecraft:parrot, CREATURE, 15, 2, 4
6686, jungle, biomesoplenty:rocky_rainforest, alexsmobs:gorilla, CREATURE, 10, 2, 3
6687, jungle, biomesoplenty:rocky_rainforest, alexsmobs:capuchin_monkey, CREATURE, 15, 2, 3
6688, jungle, biomesoplenty:rocky_rainforest, alexsmobs:crow, CREATURE, 10, 2, 3
6689, jungle, biomesoplenty:rocky_rainforest, alexsmobs:tiger, CREATURE, 15, 1, 2
6690, jungle, biomesoplenty:rocky_rainforest, alexsmobs:toucan, CREATURE, 15, 2, 4
6691, jungle, biomesoplenty:rocky_rainforest, alexsmobs:anaconda, CREATURE, 5, 1, 2
6692, jungle, biomesoplenty:rocky_rainforest, legendarycreatures:wisp, CREATURE, 10, 1, 1
6693, jungle, biomesoplenty:rocky_rainforest, legendarycreatures:peacock_spider, CREATURE, 2, 1, 1
6694, jungle, biomesoplenty:rocky_rainforest, minecraft:creeper, MONSTER, 10, 2, 3
6695, jungle, biomesoplenty:rocky_rainforest, minecraft:enderman, MONSTER, 5, 1, 2
6696, jungle, biomesoplenty:rocky_rainforest, minecraft:skeleton, MONSTER, 10, 2, 3
6697, jungle, biomesoplenty:rocky_rainforest, minecraft:spider, MONSTER, 10, 2, 3
6698, jungle, biomesoplenty:rocky_rainforest, minecraft:witch, MONSTER, 5, 1, 2
6699, jungle, biomesoplenty:rocky_rainforest, minecraft:zombie, MONSTER, 15, 2, 4
6700, jungle, biomesoplenty:rocky_rainforest, minecraft:zombie_villager, MONSTER, 10, 2, 3
6701, jungle, biomesoplenty:rocky_rainforest, mowziesmobs:foliaath, MONSTER, 35, 1, 3
6702, jungle, biomesoplenty:rocky_rainforest, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
6703, jungle, biomesoplenty:rocky_rainforest, graveyard:revenant, MONSTER, 5, 1, 2
6704, jungle, biomesoplenty:rocky_rainforest, graveyard:nightmare, MONSTER, 5, 1, 2
6705, jungle, biomesoplenty:rocky_rainforest, alexsmobs:centipede_head, MONSTER, 10, 1, 1
6706, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
6707, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
6708, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
6709, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6710, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:zombie_clown, MONSTER, 5, 2, 3
6711, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:corpse_fly, MONSTER, 10, 2, 3
6712, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:bloody_gadfly, MONSTER, 10, 2, 3
6713, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:zombie_bruiser, MONSTER, 15, 3, 5
6714, jungle, biomesoplenty:rocky_rainforest, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
6715, jungle, biomesoplenty:rocky_rainforest, call_of_yucutan:mitnal_monkey, MONSTER, 10, 2, 3
6716, jungle, biomesoplenty:rocky_rainforest, call_of_yucutan:undead_warrior, MONSTER, 5, 1, 2
6717, jungle, biomesoplenty:rocky_rainforest, creeperoverhaul:jungle_creeper, MONSTER, 10, 2, 3

6718, ocean, regions_unexplored:rocky_reef, minecraft:cod, WATER_AMBIENT, 40, 2, 5
6719, ocean, regions_unexplored:rocky_reef, minecraft:pufferfish, WATER_AMBIENT, 15, 2, 3
6720, ocean, regions_unexplored:rocky_reef, minecraft:salmon, WATER_AMBIENT, 20, 2, 4
6721, ocean, regions_unexplored:rocky_reef, minecraft:tropical_fish, WATER_AMBIENT, 30, 3, 5
6722, ocean, regions_unexplored:rocky_reef, aquamirae:spinefish, WATER_AMBIENT, 10, 2, 3
6723, ocean, regions_unexplored:rocky_reef, aquamirae:luminous_jelly, WATER_AMBIENT, 5, 2, 4
6724, ocean, regions_unexplored:rocky_reef, alexsmobs:lobster, WATER_AMBIENT, 10, 2, 3
6725, ocean, regions_unexplored:rocky_reef, alexsmobs:blobfish, WATER_AMBIENT, 10, 2, 3
6726, ocean, regions_unexplored:rocky_reef, alexsmobs:comb_jelly, WATER_AMBIENT, 10, 2, 3
6727, ocean, regions_unexplored:rocky_reef, alexsmobs:catfish, WATER_AMBIENT, 15, 2, 4
6728, ocean, regions_unexplored:rocky_reef, alexsmobs:flying_fish, WATER_AMBIENT, 10, 2, 3
6729, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:nautilus, WATER_AMBIENT, 10, 2, 3
6730, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:pike, WATER_AMBIENT, 15, 2, 3
6731, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:perch, WATER_AMBIENT, 15, 2, 3
6732, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:lionfish, WATER_AMBIENT, 10, 2, 3
6733, ocean, regions_unexplored:rocky_reef, minecraft:dolphin, WATER_CREATURE, 10, 2, 3
6734, ocean, regions_unexplored:rocky_reef, minecraft:squid, WATER_CREATURE, 20, 3, 5
6735, ocean, regions_unexplored:rocky_reef, thalassophobia:vertebrat, WATER_CREATURE, 10, 2, 3
6736, ocean, regions_unexplored:rocky_reef, thalassophobia:colossoteus, WATER_CREATURE, 1, 1, 1
6737, ocean, regions_unexplored:rocky_reef, aquamirae:anglerfish, WATER_CREATURE, 5, 1, 2
6738, ocean, regions_unexplored:rocky_reef, alexsmobs:orca, WATER_CREATURE, 5, 1, 2
6739, ocean, regions_unexplored:rocky_reef, alexsmobs:hammerhead_shark, WATER_CREATURE, 10, 2, 3
6740, ocean, regions_unexplored:rocky_reef, alexsmobs:mantis_shrimp, WATER_CREATURE, 10, 2, 3
6741, ocean, regions_unexplored:rocky_reef, alexsmobs:cachalot_whale, WATER_CREATURE, 5, 1, 1
6742, ocean, regions_unexplored:rocky_reef, alexsmobs:frilled_shark, WATER_CREATURE, 5, 1, 2
6743, ocean, regions_unexplored:rocky_reef, alexsmobs:mimic_octopus, WATER_CREATURE, 10, 2, 3
6744, ocean, regions_unexplored:rocky_reef, alexsmobs:giant_squid, WATER_CREATURE, 1, 1, 1
6745, ocean, regions_unexplored:rocky_reef, born_in_chaos_v1:corpse_fish, WATER_CREATURE, 5, 1, 2
6746, ocean, regions_unexplored:rocky_reef, born_in_chaos_v1:glutton_fish, WATER_CREATURE, 5, 1, 2
6747, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:box_jellyfish, WATER_CREATURE, 5, 1, 2
6748, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:cassiopea_jellyfish, WATER_CREATURE, 5, 1, 2
6749, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:immortal_jellyfish, WATER_CREATURE, 5, 1, 2
6750, ocean, regions_unexplored:rocky_reef, minecraft:creeper, MONSTER, 5, 1, 2
6751, ocean, regions_unexplored:rocky_reef, minecraft:drowned, MONSTER, 15, 2, 4
6752, ocean, regions_unexplored:rocky_reef, minecraft:guardian, MONSTER, 15, 2, 4
6753, ocean, regions_unexplored:rocky_reef, minecraft:spider, MONSTER, 5, 1, 2
6754, ocean, regions_unexplored:rocky_reef, aquamirae:maw, MONSTER, 5, 1, 2
6755, ocean, regions_unexplored:rocky_reef, alexsmobs:skelewag, MONSTER, 5, 1, 2
6756, ocean, regions_unexplored:rocky_reef, cataclysm:deepling, MONSTER, 10, 2, 3
6757, ocean, regions_unexplored:rocky_reef, cataclysm:deepling_brute, MONSTER, 5, 1, 2
6758, ocean, regions_unexplored:rocky_reef, cataclysm:deepling_angler, MONSTER, 5, 1, 2
6759, ocean, regions_unexplored:rocky_reef, cataclysm:deepling_priest, MONSTER, 5, 1, 2
6760, ocean, regions_unexplored:rocky_reef, cataclysm:deepling_warlock, MONSTER, 5, 1, 2
6761, ocean, regions_unexplored:rocky_reef, cataclysm:lionfish, MONSTER, 5, 1, 2
6762, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:thrasher, MONSTER, 10, 2, 3
6763, ocean, regions_unexplored:rocky_reef, upgrade_aquatic:great_thrasher, MONSTER, 5, 1, 2
6764, ocean, regions_unexplored:rocky_reef, creeperoverhaul:ocean_creeper, MONSTER, 5, 1, 2
6765, ocean, regions_unexplored:rocky_reef, iceandfire:sea_serpent, CREATURE, 1, 1, 1

6766, none, biomesoplenty:rocky_shrubland, minecraft:chicken, CREATURE, 30, 2, 4
6767, none, biomesoplenty:rocky_shrubland, minecraft:cow, CREATURE, 25, 2, 3
6768, none, biomesoplenty:rocky_shrubland, minecraft:donkey, CREATURE, 10, 1, 2
6769, none, biomesoplenty:rocky_shrubland, minecraft:horse, CREATURE, 10, 2, 3
6770, none, biomesoplenty:rocky_shrubland, minecraft:mule, CREATURE, 5, 1, 1
6771, none, biomesoplenty:rocky_shrubland, minecraft:pig, CREATURE, 30, 2, 4
6772, none, biomesoplenty:rocky_shrubland, minecraft:rabbit, CREATURE, 15, 2, 3
6773, none, biomesoplenty:rocky_shrubland, minecraft:sheep, CREATURE, 25, 2, 4
6774, none, biomesoplenty:rocky_shrubland, alexsmobs:raccoon, CREATURE, 10, 1, 1
6775, none, biomesoplenty:rocky_shrubland, alexsmobs:crow, CREATURE, 15, 1, 1
6776, none, biomesoplenty:rocky_shrubland, alexsmobs:bison, CREATURE, 10, 1, 2
6777, none, biomesoplenty:rocky_shrubland, iceandfire:cyclops, CREATURE, 2, 1, 1
6778, none, biomesoplenty:rocky_shrubland, legendarycreatures:hound, CREATURE, 10, 1, 1
6779, none, biomesoplenty:rocky_shrubland, legendarycreatures:wisp, CREATURE, 4, 1, 1
6780, none, biomesoplenty:rocky_shrubland, minecraft:creeper, MONSTER, 10, 1, 2
6781, none, biomesoplenty:rocky_shrubland, minecraft:enderman, MONSTER, 5, 1, 1
6782, none, biomesoplenty:rocky_shrubland, minecraft:skeleton, MONSTER, 15, 1, 2
6783, none, biomesoplenty:rocky_shrubland, minecraft:spider, MONSTER, 10, 1, 2
6784, none, biomesoplenty:rocky_shrubland, minecraft:vindicator, MONSTER, 5, 1, 2
6785, none, biomesoplenty:rocky_shrubland, minecraft:witch, MONSTER, 5, 1, 2
6786, none, biomesoplenty:rocky_shrubland, minecraft:zombie, MONSTER, 20, 2, 3
6787, none, biomesoplenty:rocky_shrubland, mutantmonsters:mutant_skeleton, MONSTER, 2, 1, 1
6788, none, biomesoplenty:rocky_shrubland, graveyard:skeleton_creeper, MONSTER, 5, 1, 2
6789, none, biomesoplenty:rocky_shrubland, graveyard:revenant, MONSTER, 10, 1, 2
6790, none, biomesoplenty:rocky_shrubland, graveyard:wraith, MONSTER, 5, 1, 1
6791, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:skeleton_demoman, MONSTER, 5, 1, 2
6792, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:decaying_zombie, MONSTER, 10, 2, 3
6793, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
6794, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:skeleton_thrasher, MONSTER, 5, 1, 2
6795, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:dark_vortex, MONSTER, 2, 1, 1
6796, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 5, 1, 2
6797, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:zombie_clown, MONSTER, 10, 2, 3
6798, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:zombie_bruiser, MONSTER, 10, 2, 3
6799, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:baby_spider, MONSTER, 5, 1, 2
6800, none, biomesoplenty:rocky_shrubland, born_in_chaos_v1:nightmare_stalker, MONSTER, 5, 1, 2
6801, none, biomesoplenty:rocky_shrubland, endermanoverhaul:flower_fields_enderman, MONSTER, 5, 1, 2
6802, none, biomesoplenty:rocky_shrubland, alexsmobs:fly, AMBIENT, 10, 2, 3

6803, none, regions_unexplored:saguaro_desert, alexsmobs:roadrunner, CREATURE, 2, 2, 3
6804, none, regions_unexplored:saguaro_desert, alexsmobs:rattlesnake, CREATURE, 5, 2, 3
6805, none, regions_unexplored:saguaro_desert, alexsmobs:tarantula_hawk, CREATURE, 10, 1, 2
6806, none, regions_unexplored:saguaro_desert, iceandfire:deathworm, CREATURE, 5, 1, 2
6807, none, regions_unexplored:saguaro_desert, legendarycreatures:desert_mojo, CREATURE, 5, 2, 3
6808, none, regions_unexplored:saguaro_desert, legendarycreatures:scorpion, CREATURE, 25, 2, 3
6809, none, regions_unexplored:saguaro_desert, legendarycreatures:wisp, CREATURE, 5, 2, 2
6810, none, regions_unexplored:saguaro_desert, minecraft:camel, CREATURE, 40, 2, 3
6811, none, regions_unexplored:saguaro_desert, minecraft:rabbit, CREATURE, 30, 3, 5
6812, none, regions_unexplored:saguaro_desert, alexsmobs:guster, MONSTER, 30, 2, 3
6813, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:scarlet_persecutor, MONSTER, 5, 1, 2
6814, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:siamese_skeletons, MONSTER, 10, 1, 2
6815, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:nightmare_stalker, MONSTER, 1, 1, 1
6816, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:restless_spirit, MONSTER, 2, 1, 2
6817, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
6818, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:corpse_fly, MONSTER, 5, 1, 2
6819, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:fallen_chaos_knight, MONSTER, 3, 1, 2
6820, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
6821, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:decaying_zombie, MONSTER, 12, 2, 3
6822, none, regions_unexplored:saguaro_desert, born_in_chaos_v1:zombie_bruiser, MONSTER, 10, 2, 3
6823, none, regions_unexplored:saguaro_desert, creeperoverhaul:desert_creeper, MONSTER, 10, 2, 3
6824, none, regions_unexplored:saguaro_desert, endermanoverhaul:desert_enderman, MONSTER, 15, 2, 3
6825, none, regions_unexplored:saguaro_desert, minecraft:creeper, MONSTER, 10, 1, 2
6826, none, regions_unexplored:saguaro_desert, minecraft:enderman, MONSTER, 10, 2, 3
6827, none, regions_unexplored:saguaro_desert, minecraft:husk, MONSTER, 35, 2, 4
6828, none, regions_unexplored:saguaro_desert, minecraft:skeleton, MONSTER, 10, 2, 3
6829, none, regions_unexplored:saguaro_desert, minecraft:spider, MONSTER, 15, 2, 3
6830, none, regions_unexplored:saguaro_desert, minecraft:witch, MONSTER, 3, 2, 3
6831, none, regions_unexplored:saguaro_desert, minecraft:zombie, MONSTER, 20, 2, 4
6832, none, regions_unexplored:saguaro_desert, minecraft:zombie_villager, MONSTER, 10, 2, 3

6833, savanna, minecraft:savanna, minecraft:chicken, CREATURE, 15, 2, 4
6834, savanna, minecraft:savanna, minecraft:cow, CREATURE, 20, 2, 4
6835, savanna, minecraft:savanna, minecraft:donkey, CREATURE, 10, 2, 3
6836, savanna, minecraft:savanna, minecraft:horse, CREATURE, 15, 2, 4
6837, savanna, minecraft:savanna, minecraft:pig, CREATURE, 15, 2, 4
6838, savanna, minecraft:savanna, alexsmobs:gazelle, CREATURE, 25, 2, 3
6839, savanna, minecraft:savanna, alexsmobs:raccoon, CREATURE, 10, 2, 3
6840, savanna, minecraft:savanna, alexsmobs:elephant, CREATURE, 15, 1, 2
6841, savanna, minecraft:savanna, alexsmobs:emu, CREATURE, 20, 3, 5
6842, savanna, minecraft:savanna, alexsmobs:kangaroo, CREATURE, 10, 2, 3
6843, savanna, minecraft:savanna, alexsmobs:rhinoceros, CREATURE, 5, 1, 2
6844, savanna, minecraft:savanna, iceandfire:cockatrice, CREATURE, 5, 1, 1
6845, savanna, minecraft:savanna, legendarycreatures:wisp, CREATURE, 10, 2, 3
6846, savanna, minecraft:savanna, alexsmobs:fly, AMBIENT, 15, 3, 5
6847, savanna, minecraft:savanna, minecraft:creeper, MONSTER, 10, 2, 3
6848, savanna, minecraft:savanna, minecraft:enderman, MONSTER, 5, 1, 2
6849, savanna, minecraft:savanna, minecraft:skeleton, MONSTER, 15, 3, 5
6850, savanna, minecraft:savanna, minecraft:spider, MONSTER, 10, 2, 3
6851, savanna, minecraft:savanna, minecraft:witch, MONSTER, 5, 1, 2
6852, savanna, minecraft:savanna, minecraft:zombie, MONSTER, 20, 3, 5
6853, savanna, minecraft:savanna, minecraft:zombie_villager, MONSTER, 10, 2, 3
6854, savanna, minecraft:savanna, graveyard:skeleton_creeper, MONSTER, 10, 2, 3
6855, savanna, minecraft:savanna, graveyard:nightmare, MONSTER, 5, 1, 2
6856, savanna, minecraft:savanna, born_in_chaos_v1:decrepit_skeleton, MONSTER, 10, 2, 3
6857, savanna, minecraft:savanna, born_in_chaos_v1:skeleton_demoman, MONSTER, 10, 2, 3
6858, savanna, minecraft:savanna, born_in_chaos_v1:decaying_zombie, MONSTER, 15, 3, 5
6859, savanna, minecraft:savanna, born_in_chaos_v1:door_knight, MONSTER, 5, 1, 2
6860, savanna, minecraft:savanna, born_in_chaos_v1:restless_spirit, MONSTER, 5, 1, 2
6861, savanna, minecraft:savanna, born_in_chaos_v1:bone_imp, MONSTER, 5, 1, 2
6862, savanna, minecraft:savanna, born_in_chaos_v1:dark_vortex, MONSTER, 5, 1, 2
